,Seasonally adjusted (%)
2015,6.036363636
2016,5.716666667
2017,5.6
2018,5.283333333
2019,5.175
2020,6.475
2021,5.116666667
2022,3.708333333
2023,3.7
2024,4.025
2025,4.1
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
